Results from heasarc_atnfpulsar: ATNF Pulsar Catalog
Coordinate system:  Equatorial
|name            |ra           |dec          |period               |period_error|period_dot  |period_dot_error|dm        |dm_error|flux_1400_mhz|flux_1400_mhz_error|spect_index|spect_index_error|a1             |a1_error|eccentricity|eccentricity_error|min_mass|median_mass|companion_type|mass_ratio|mass_ratio_error|distance|pulsar_type|age     |b_surf  |transverse_velocity|
|PSR J1558-67    |15 58 21.0000|-67 35 59.000|0.267268             |     0.0e+00|            |                | 105.00000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    5.40|R          |        |        |                   |
|PSR J1237-6725  |12 37 25.9000|-67 25 33.900|2.11097411794        |     1.4e-10| 2.19000e-15|         4.0e-17| 176.50000| 0.30000|        0.400|              0.100|       -4.5|              0.3|               |        |            |                  |        |           |              |          |                |    3.04|R          |1.53e+07|2.18e+12|                   |
|PSR J1035-6720  |10 35 27.4780|-67 20 12.692|0.0028720063916972   |     7.0e-16| 4.64630e-20|         9.0e-24|  84.16000| 0.22000|        0.040|              0.010|           |                 |               |        |            |                  |        |           |              |          |                |    1.46|HE         |9.79e+08|3.70e+08|              83.35|
|PSR J0451-67    |04 51 50.0000|-67 18 00.000|0.24545429           |     7.0e-08| 0.00000e+00|         2.0e-15|  45.00000| 1.00000|        0.050|              0.050|           |                 |               |        |            |                  |        |           |              |          |                |   49.70|R          |        |        |                   |
|PSR J1047-6709  |10 47 28.2820|-67 09 51.066|0.1984514505627      |     8.0e-13| 1.68714e-15|         2.0e-20| 116.15600| 0.00200|        3.100|              0.900|       -0.7|              0.2|               |        |            |                  |        |           |              |          |                |    1.76|R          |1.86e+06|5.86e+11|                   |
|PSR J0534-6703  |05 34 36.1700|-67 03 48.800|1.81756503106        |     1.7e-10| 4.25050e-13|         6.0e-17|  94.70000| 1.20000|        0.080|                   |           |                 |               |        |            |                  |        |           |              |          |                |   49.70|R          |6.78e+04|2.81e+13|                   |
|PSR J1307-67    |13 07 41.0000|-67 03 27.000|3.65120              |     8.0e-05|            |                |  44.00000| 2.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    1.09|R          |        |        |                   |
|PSR J1326-6700  |13 26 02.7300|-67 00 49.200|0.543015040685       |     1.8e-11| 5.32620e-15|         1.2e-18| 209.60000| 0.30000|       13.600|              2.700|       -1.1|              0.3|               |        |            |                  |        |           |              |          |                |    6.73|R          |1.62e+06|1.72e+12|                   |
|PSR J1137-6700  |11 37 32.0890|-67 00 33.010|0.55621605570        |     2.0e-11| 7.17000e-17|         4.0e-19| 228.04100| 0.00900|        1.500|              0.300|           |                 |               |        |            |                  |        |           |              |          |                |    2.60|R          |1.23e+08|2.02e+11|                   |
|PSR J0529-6652  |05 29 50.9200|-66 52 38.200|0.97572496638        |     6.0e-11| 1.55090e-14|         6.0e-18| 103.20000| 0.30000|        0.300|              0.100|           |                 |               |        |            |                  |        |           |              |          |                |   49.70|R          |9.97e+05|3.94e+12|                   |
|PSR J0535-66    |05 35 40.0000|-66 52 00.000|0.210524357          |     3.0e-08|            |                |  75.00000| 1.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   49.70|R          |        |        |                   |
|PSR J1123-6651  |11 23 52.2100|-66 51 49.070|0.232976432603       |     2.0e-12| 2.75002e-15|         3.0e-20| 111.19600| 0.00500|        0.600|              0.100|       -2.3|              1.1|               |        |            |                  |        |           |              |          |                |    1.68|R          |1.34e+06|8.10e+11|                   |
|PSR J2127-6648  |21 27 31.2800|-66 48 28.100|0.32577128742        |     1.1e-10| 2.26000e-16|         5.0e-18|  35.00000| 3.00000|        0.600|              0.100|           |                 |               |        |            |                  |        |           |              |          |                |    5.99|R          |2.28e+07|2.75e+11|                   |
|PSR J1507-6640  |15 07 48.6320|-66 40 57.800|0.3556563010950      |     1.3e-12| 1.15208e-15|         1.3e-19| 129.80000| 0.50000|        0.600|              0.100|       -2.8|              0.4|               |        |            |                  |        |           |              |          |                |    4.79|R          |4.89e+06|6.48e+11|                   |
|PSR J0532-6639  |05 32 59.5100|-66 39 37.300|0.64274275093        |     3.0e-11| 5.35400e-15|         1.3e-17|  69.30000| 1.80000|        0.080|                   |           |                 |               |        |            |                  |        |           |              |          |                |   49.70|R          |1.90e+06|1.88e+12|                   |
|PSR J1305-66    |13 05 36.0000|-66 39 00.000|0.1972763            |     2.0e-07|            |                | 316.10000| 0.00000|        0.200|                   |           |                 |               |        |            |                  |        |           |              |          |                |   11.63|R          |        |        |                   |
|PSR J0839-66    |08 39 37.0000|-66 34 52.000|0.449339             |     0.0e+00|            |                |  83.00000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    0.45|R          |        |        |                   |
|PSR J1430-6623  |14 30 40.7350|-66 23 05.550|0.7854433453623      |     7.0e-13| 2.77752e-15|         5.0e-20|  65.30000| 0.10000|       16.300|              3.300|           |                 |               |        |            |                  |        |           |              |          |                |    1.33|R          |4.48e+06|1.49e+12|             236.10|
|PSR J1626-6621  |16 26 06.8510|-66 21 15.270|0.45086776633        |     1.0e-11| 7.66400e-16|         5.0e-19|  84.11000| 0.05000|        0.200|                   |           |                 |               |        |            |                  |        |           |              |          |                |    3.82|R          |9.32e+06|5.95e+11|                   |
|PSR J1415-6621  |14 15 31.2700|-66 21 12.200|0.39247897310        |     5.0e-11| 5.80000e-16|         1.0e-18| 260.17000| 0.07000|        0.500|              0.100|       -2.1|              0.5|               |        |            |                  |        |           |              |          |                |   10.43|R          |1.07e+07|4.83e+11|                   |
|PSR J1339-6618  |13 39 56.6000|-66 18 07.800|0.55817922185        |     5.0e-11| 3.50000e-16|         3.0e-17| 241.00000| 3.00000|        0.230|              0.030|           |                 |               |        |            |                  |        |           |              |          |                |    7.33|R          |2.53e+07|4.47e+11|                   |
|PSR J0502-6617  |05 02 50.5300|-66 17 58.800|0.69125141818        |     4.0e-11| 2.30900e-14|         6.0e-18|  68.90000| 0.30000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   49.70|R          |4.74e+05|4.04e+12|                   |
|PSR J1306-6617  |13 06 38.1900|-66 17 21.800|0.473026470689       |     7.0e-12| 5.97450e-15|         5.0e-19| 436.90000| 0.20000|        5.000|              1.000|           |                 |               |        |            |                  |        |           |              |          |                |   15.87|R          |1.25e+06|1.70e+12|                   |
|PSR J1622-6617  |16 22 03.6681|-66 17 16.978|0.023623444739392    |     1.2e-14| 5.88000e-20|         3.0e-22|  88.02400| 0.00900|        0.600|                   |           |                 |    0.979386000| 5.0e-06|  0.00001460|        0.00000120|  0.0920|     0.1070|He(?)         |          |                |    4.05|R          |6.36e+09|1.19e+09|             128.80|
